song,date,artist,this_week,last_week,peak_position,weeks_on_chart,mbid,danceability,genre,gender,mood,instrumental,bpm,key,loudness,mood_happy
The Greatest Love,1969-02-08,Dorsey Burnette,79,82.0,79,3,bde26b4b-c951-4783-af3b-c6b08706ba45,danceable,pop,male,not_aggressive,voice,93.4431381226,G,0.807685434818,happy
Almost Persuaded,1969-02-08,Etta James,80,85.0,79,4,9e728b63-83d9-42e0-8ea1-8814427c0514,not_danceable,rhy,female,not_aggressive,instrumental,155.055618286,A#,0.702187359333,not_happy
Long Line Rider,1969-02-08,Bobby Darin,81,,81,1,8d316680-855b-4ee8-a201-a22127fd9ea2,danceable,rhy,male,not_aggressive,voice,122.280570984,F,0.940622746944,not_happy
Poor Side Of Town,1969-02-08,Al Wilson,82,75.0,75,4,e25fbc6d-ab42-489c-a167-941e740b5acd,not_danceable,cla,male,not_aggressive,voice,162.450363159,E,0.633293509483,happy
Cloud Nine,1969-02-08,Mongo Santamaria,83,100.0,83,2,64c8d030-45d7-4807-9990-bf916ebf0eca,danceable,pop,female,not_aggressive,instrumental,132.11895752,F,0.938202142715,happy
Mendocino,1969-02-08,Sir Douglas Quintet,84,91.0,84,4,ed7d79bc-04e4-42e0-94d9-fb9ce0b36574,,,,,,,,,
Someday Soon,1969-02-08,Judy Collins,85,97.0,85,2,fa9432fc-295a-4075-b476-877e4298857f,,,,,,,,,
Honey (I Miss You),1969-02-08,O.C. Smith,86,,86,1,6bdaaeb6-74c2-41ad-bd0a-ee1f44a28769,,,,,,100.759040833,C,0.393719226122,
My World Is Empty Without You,1969-02-08,Jose Feliciano,87,,87,1,d0f1ebf1-c2f4-4b40-af50-b6a7056c76f5,not_danceable,rhy,female,not_aggressive,voice,152.737915039,F#,0.754001021385,not_happy
Witchi Tai To,1969-02-08,Everything Is Everything,93,,93,1,ccb9719d-8cf6-4826-9ca7-13f86731a6b8,,,,,,,,,
Do Your Thing,1969-02-08,The Watts 103rd Street Rhythm Band,94,95.0,94,2,5b40239d-a50d-4c55-8b52-875ac03b8d42,,,,,,,,,
My Special Prayer,1969-02-08,Percy Sledge,95,96.0,95,2,55ceff52-e3e1-4667-8db9-3da3eccfaad8,,,,,,,,,
"The Tra La La Song (One Banana, Two Banana)",1969-02-08,The Banana Splits,96,,96,1,392a4a2b-d3c5-458d-8ee2-96d515c1b435,danceable,pop,male,not_aggressive,voice,162.505355835,C#,0.902824819088,not_happy
Great Balls Of Fire,1969-02-08,Tiny Tim,97,,97,1,c973f8e6-7ad5-4227-831d-d9ffe72b0e76,not_danceable,roc,male,aggressive,voice,164.021270752,C,0.915737569332,happy
Glad She's A Woman,1969-02-08,Bobby Goldsboro,98,,98,1,798f2ddc-9273-4ff0-8197-55b75459a25a,not_danceable,cla,male,not_aggressive,voice,88.0124893188,D,0.667190849781,not_happy
Try A Little Tenderness,1969-02-08,Three Dog Night,99,,99,1,35eb08df-b1be-4d7b-89f7-e73519a53cb3,danceable,rhy,male,not_aggressive,voice,98.1873245239,G,0.798001289368,not_happy
Only The Lonely,1969-02-08,Sonny James,100,,100,1,f8043b61-4e82-4ae2-a31d-59a207e35c0b,not_danceable,rhy,male,not_aggressive,voice,107.77558136,F,0.927753508091,happy
Everyday People,1969-02-15,Sly & The Family Stone,1,2.0,1,12,45c54bd9-192e-44f0-85d4-e2e2e2353132,,,,,,,,,
Crimson And Clover,1969-02-15,Tommy James And The Shondells,2,1.0,1,10,bcfcd408-2f59-4ea0-9592-c4a6295be331,,,,,,,,,
Touch Me,1969-02-15,The Doors,3,4.0,3,8,7d0b3e3e-c6b9-4175-9325-628b27763fbd,,,,,,,,,
Build Me Up Buttercup,1969-02-15,The Foundations,4,5.0,4,7,5b080da5-640a-4476-ab6a-82c917bdbce4,danceable,rhy,male,not_aggressive,instrumental,133.466705322,F,0.932927668095,not_happy
Worst That Could Happen,1969-02-15,Brooklyn Bridge,5,3.0,3,9,087dcab3-b874-4f4b-9416-d45b6a0533e0,,,,,,,,,
Can I Change My Mind,1969-02-15,Tyrone Davis,6,10.0,6,9,91e8b6af-9059-4358-a606-ac25cf2722c3,not_danceable,rhy,male,not_aggressive,voice,101.584770203,E,0.798998653889,happy
You Showed Me,1969-02-15,The Turtles,7,14.0,7,7,2a957c89-e3ea-4229-b5c4-7aff1a955395,not_danceable,jaz,male,not_aggressive,voice,91.4400482178,C,0.610091388226,not_happy
This Magic Moment,1969-02-15,Jay & The Americans,12,13.0,12,8,fc1a7b8c-c8ea-4773-95e2-5f42065c14b5,,,,,,,,,
I Started A Joke,1969-02-15,Bee Gees,13,6.0,6,9,0692067b-99d4-428a-ae6d-6c4b866b93c1,,,,,,,,,
"Baby, Baby Don't Cry",1969-02-15,Smokey Robinson & The Miracles,14,21.0,14,7,4c9b9516-d55a-45cc-a168-214a5791b4b3,,,,,,,,,
Games People Play,1969-02-15,Joe South,15,22.0,15,6,09471397-3a1f-4895-8f08-cf21fdc879ce,,,,,,,,,
If I Can Dream,1969-02-15,Elvis Presley,16,12.0,12,12,1bfc7aff-1d57-44e4-b15c-2236b704645f,not_danceable,pop,male,not_aggressive,voice,191.406417847,C,0.768338382244,not_happy
Ramblin' Gamblin' Man,1969-02-15,Bob Seger System,17,20.0,17,9,672f64d6-3975-4486-812a-20880cbfbef1,,,,,,,,,
Soulful Strut,1969-02-15,Young-Holt Unlimited,18,17.0,3,12,0279e0e4-1c8c-48eb-924a-345c2345acc0,,,,,,,,,
I've Gotta Be Me,1969-02-15,Sammy Davis Jr.,19,19.0,19,10,524a14c6-0740-4614-b1de-f4ec0bbc119f,,,,,,,,,
Give It Up Or Turnit A Loose,1969-02-15,James Brown,20,37.0,20,4,1b010a3e-30a9-49e8-9a29-537eedab8cc4,not_danceable,jaz,female,not_aggressive,voice,114.68560791,C,0.600153565407,not_happy
Proud Mary,1969-02-15,Creedence Clearwater Revival,21,28.0,21,4,a5c62b6b-6960-489e-92ec-7336234fdd7b,not_danceable,roc,female,not_aggressive,voice,135.216781616,D,0.95036482811,not_happy
Hooked On A Feeling,1969-02-15,B.J. Thomas,22,11.0,5,14,22eca4d1-0656-41a6-96fa-84b399adca70,danceable,rhy,male,not_aggressive,voice,126.982086182,G#,0.920694410801,happy
Take Care Of Your Homework,1969-02-15,Johnnie Taylor,23,26.0,23,5,45c171ba-9e5a-4952-9d83-6f473c8e1e75,,,,,,,,,
Stand By Your Man,1969-02-15,Tammy Wynette,24,23.0,19,15,e3bafffa-d74a-4781-9911-13d96d6e8c32,,,,,,,,,
There's Gonna Be A Showdown,1969-02-15,Archie Bell & The Drells,25,24.0,21,10,617db5ad-ef5a-4508-b7b5-1aba149a99c2,,,,,,,,,
This Girl's In Love With You,1969-02-15,Dionne Warwick,26,40.0,26,3,396df6d3-d03d-4c14-8daf-95445f361fc1,,,,,,,,,
There'll Come A Time,1969-02-15,Betty Everett,30,51.0,30,5,8685ec9d-0a54-456d-a0d3-af56e6ee0f04,,,,,,,,,
Things I'd Like To Say,1969-02-15,New Colony Six,31,47.0,31,8,3879d29c-2eb3-41ce-aecd-f44e5ad0e59b,,,,,,,,,
Crossroads,1969-02-15,Cream,32,34.0,32,4,aaff3261-42f7-48dd-be03-86d2e4a116c3,danceable,pop,male,not_aggressive,instrumental,122.55796814,A,0.901571691036,not_happy
"Sweet Cream Ladies, Forward March",1969-02-15,The Box Tops,33,33.0,33,8,cdd1d25a-aff7-429a-b867-f42490c0317b,danceable,rhy,male,not_aggressive,voice,96.2343292236,C#,0.914052903652,not_happy
Son-Of-A Preacher Man,1969-02-15,Dusty Springfield,34,18.0,10,12,f5ac67b4-2e37-4718-b40e-c49fc6cdb2b5,not_danceable,pop,male,not_aggressive,voice,94.3085098267,A,0.865140318871,happy
California Soul,1969-02-15,The 5th Dimension,35,25.0,25,9,4211de9d-96c3-45f2-ac14-5d49879286c0,,,,,,,,,
Good Lovin' Ain't Easy To Come By,1969-02-15,Marvin Gaye & Tammi Terrell,36,45.0,36,3,617b354c-da5c-40d4-92cd-9f1acdcf7259,,,,,,,,,
Going Up The Country,1969-02-15,Canned Heat,37,16.0,11,11,b096586d-7b8f-4012-97ac-7b3c46402f28,danceable,roc,male,not_aggressive,voice,155.6590271,A#,0.926756799221,happy
Does Anybody Know I'm Here,1969-02-15,The Dells,38,39.0,38,8,24e2fe2f-479a-48b7-b9e0-1461b716da26,not_danceable,rhy,male,not_aggressive,voice,87.4053573608,G,0.617611587048,happy
Dizzy,1969-02-15,Tommy Roe,39,44.0,39,3,1bf4b43c-a29f-4167-b2d5-3b61196d042e,,,,,,,,,
Soulshake,1969-02-15,Peggy Scott & Jo Jo Benson,40,43.0,40,3,beb1fefa-666c-4c21-98ac-8ecd54f487ba,,,,,,,,,
Hey Jude,1969-02-15,Wilson Pickett,41,35.0,23,9,67a70401-f929-4006-ba39-f5fdbf64275e,,,,,,,,,
Home Cookin,1969-02-15,Jr. Walker & The All Stars,42,42.0,42,5,5831e0d0-9be8-46cb-b583-f7b7c35d281f,,,,,,,,,
The Beginning Of My End,1969-02-15,The Unifics,43,36.0,36,10,77f88bf2-f60e-42ca-a50d-ccbc12649e2c,,,,,,,,,
Too Weak To Fight,1969-02-15,Clarence Carter,44,38.0,13,15,538ade79-8760-41f0-817b-d67301849a72,danceable,pop,male,not_aggressive,voice,102.607208252,C#,0.911254644394,happy
Traces,1969-02-15,Classics IV Featuring Dennis Yost,46,61.0,46,2,2238e88c-f339-4b31-88cf-c10354a5d6bc,,,,,,,,,
I Forgot To Be Your Lover,1969-02-15,William Bell,47,56.0,47,7,5259510b-62ba-4bf6-a5a9-43d1fefed377,not_danceable,rhy,male,not_aggressive,voice,136.754699707,F#,0.739744305611,not_happy
A Minute Of Your Time,1969-02-15,Tom Jones,48,49.0,48,9,9f5df474-50a9-472d-9db1-4ee5db248902,,,,,,,,,
"Soul Sister, Brown Sugar",1969-02-15,Sam & Dave,49,41.0,41,9,d2f2e9b8-b28f-4002-8c41-feae247745b5,,,,,,,,,
My Whole World Ended (The Moment You Left Me),1969-02-15,David Ruffin,50,,50,1,f4b2fd79-2ced-4154-80fd-6f0c2c732127,,,,,,,,,
Woman Helping Man,1969-02-15,The Vogues,51,59.0,51,3,2d685221-bb98-4a00-addc-76c3cd172aba,,,,,,,,,
Time Of The Season,1969-02-15,The Zombies,52,60.0,52,2,0dec9f45-7723-4549-bb9c-e64d75423849,,,,,,,,,
River Deep-Mountain High,1969-02-15,Deep Purple,53,53.0,53,4,68a09ad5-cf45-423a-87a2-3ce41fb0e841,not_danceable,rhy,male,not_aggressive,instrumental,172.265701294,A,0.162609755993,not_happy
I Got A Line On You,1969-02-15,Spirit,54,54.0,54,5,dc886e29-da02-4eed-9b61-eb6d4a7d4882,not_danceable,cla,male,not_aggressive,instrumental,149.305648804,E,0.605989277363,happy
Riot,1969-02-15,Hugh Masekela,55,55.0,55,6,e014470a-bb5e-4ee0-96e3-f03dda5083a5,,,,,,,,,
Condition Red,1969-02-15,The Goodees,56,46.0,46,9,efd1204c-18fe-4bb1-ac6e-2e1c0d9e9805,danceable,rhy,female,not_aggressive,instrumental,143.064147949,F,0.743935227394,happy
To Susan On The West Coast Waiting,1969-02-15,Donovan,57,67.0,57,2,2d38ff5e-a23c-499c-b1dc-65e29ac6918f,,,,,,,,,
May I,1969-02-15,Bill Deal & The Rhondels,58,70.0,58,5,3d501c42-6bef-45cf-a998-a74a6c3decd5,,,,,,,,,
Heaven,1969-02-15,The Rascals,59,90.0,59,2,49a639b2-f60e-4a71-8593-f27415cc023e,not_danceable,cla,male,not_aggressive,voice,143.90838623,C#,0.546742022038,happy
Let It Be Me,1969-02-15,Glen Campbell & Bobbie Gentry,60,68.0,60,4,2b9e8972-ad2d-4630-b96b-16dc0a259263,,,,,,,,,
Tragedy,1969-02-15,Brian Hyland,62,65.0,62,6,82b6fa3c-3acf-4044-9fd4-afb0915045ed,not_danceable,cla,male,not_aggressive,voice,144.695327759,A,0.304949998856,happy
Purple Haze,1969-02-15,Dion,63,63.0,63,4,ea87ae30-4ad9-4e18-85d4-6f090369efbe,,,,,,,,,
Sophisticated Cissy,1969-02-15,The Meters,64,71.0,64,2,86055820-4aed-4809-9487-3820e6e8aa4f,,,,,,,,,
You Gave Me A Mountain,1969-02-15,Frankie Laine,65,69.0,65,2,ce22d2c3-a3a6-4573-b14b-5aba6e62845a,,,,,,,,,
Feelin' So Good (S.k.o.o.b.y-D.o.o),1969-02-15,The Archies,66,58.0,53,8,a08b334b-75a6-435c-9c5a-707661ee5e6f,,,,,,,,,
Cloud Nine,1969-02-15,Mongo Santamaria,67,83.0,67,3,64c8d030-45d7-4807-9990-bf916ebf0eca,danceable,pop,female,not_aggressive,instrumental,132.11895752,F,0.938202142715,happy
Do Your Thing,1969-02-15,The Watts 103rd Street Rhythm Band,68,94.0,68,3,5b40239d-a50d-4c55-8b52-875ac03b8d42,,,,,,,,,
30-60-90,1969-02-15,Willie Mitchell,69,73.0,69,3,8f6b4678-6d83-4345-83bf-533a04396567,,,,,,,,,
"Run Away Child, Running Wild",1969-02-15,The Temptations,70,,70,1,d7565b35-9af2-455a-af82-88e165b6578c,,,,,,,,,
Hey! Baby,1969-02-15,Jose Feliciano,71,76.0,71,4,87ae90b2-e14f-4d8c-87f3-e5682e8241e3,,,,,,,,,
Witchi Tai To,1969-02-15,Everything Is Everything,72,93.0,72,2,0d0614cb-dab6-4a58-8d08-8a0133628516,not_danceable,rhy,male,not_aggressive,voice,108.649162292,D,0.79800671339,happy
Grits Ain't Groceries (All Around The World),1969-02-15,Little Milton,73,89.0,73,3,890a108c-e034-496d-a560-3d24471a2627,danceable,rhy,female,not_aggressive,voice,124.09539032,B,0.846711695194,not_happy
The Greatest Love,1969-02-15,Dorsey Burnette,74,79.0,74,4,bde26b4b-c951-4783-af3b-c6b08706ba45,danceable,pop,male,not_aggressive,voice,93.4431381226,G,0.807685434818,happy
Getting The Corners,1969-02-15,The T.S.U. Toronadoes,75,75.0,75,5,5d368b49-59d4-4562-be59-b0c6ebe1868b,danceable,rhy,female,not_aggressive,voice,133.810974121,F#,0.90167427063,not_happy
Honey (I Miss You),1969-02-15,O.C. Smith,76,86.0,76,2,6bdaaeb6-74c2-41ad-bd0a-ee1f44a28769,,,,,,100.759040833,C,0.393719226122,
I Don't Know Why,1969-02-15,Stevie Wonder,77,,77,1,fd88395d-137a-4139-ae22-ebe3b7a1300d,,,,,,,,,
Someday Soon,1969-02-15,Judy Collins,78,85.0,78,3,fa9432fc-295a-4075-b476-877e4298857f,,,,,,,,,
Almost Persuaded,1969-02-15,Etta James,79,80.0,79,5,9e728b63-83d9-42e0-8ea1-8814427c0514,not_danceable,rhy,female,not_aggressive,instrumental,155.055618286,A#,0.702187359333,not_happy
Mendocino,1969-02-15,Sir Douglas Quintet,80,84.0,80,5,ed7d79bc-04e4-42e0-94d9-fb9ce0b36574,,,,,,,,,
Long Line Rider,1969-02-15,Bobby Darin,81,81.0,81,2,8d316680-855b-4ee8-a201-a22127fd9ea2,danceable,rhy,male,not_aggressive,voice,122.280570984,F,0.940622746944,not_happy
Lovin' Things,1969-02-15,The Grass Roots,83,,83,1,da8ff273-b643-4ff0-a5b9-f07f55b62e80,danceable,roc,male,not_aggressive,voice,130.332595825,G#,0.936711072922,happy
Johnny One Time,1969-02-15,Brenda Lee,85,88.0,85,2,f7e07257-5012-446f-a1d8-eb492de6704d,,,,,,,,,
Maybe Tomorrow,1969-02-15,The Iveys,86,,86,1,03b6b4dc-3120-4d66-b403-5b10b9d4502b,,,,,,164.040740967,A,0.793692886829,
Hello It's Me,1969-02-15,Nazz,87,,87,1,c073ae33-f9dc-46df-9ee6-ab51373b0dfa,not_danceable,pop,male,not_aggressive,voice,172.265380859,A,0.931213080883,happy
Great Balls Of Fire,1969-02-15,Tiny Tim,88,97.0,88,2,c973f8e6-7ad5-4227-831d-d9ffe72b0e76,not_danceable,roc,male,aggressive,voice,164.021270752,C,0.915737569332,happy
Glad She's A Woman,1969-02-15,Bobby Goldsboro,90,98.0,90,2,798f2ddc-9273-4ff0-8197-55b75459a25a,not_danceable,cla,male,not_aggressive,voice,88.0124893188,D,0.667190849781,not_happy
Me About You,1969-02-15,The Lovin' Spoonful,91,91.0,91,2,9ad084be-214f-4930-8f45-bd5655bbd7c9,,,,,,,,,
The Carroll County Accident,1969-02-15,Porter Wagoner,92,92.0,92,4,4f5dae8e-0a3f-495e-9c76-f6130e54ee7a,,,,,,,,,
My Special Prayer,1969-02-15,Percy Sledge,93,95.0,93,3,bf222a90-4f0f-4d16-80cd-efca501284db,,,,,,,,,
Only The Lonely,1969-02-15,Sonny James,94,100.0,94,2,f8043b61-4e82-4ae2-a31d-59a207e35c0b,not_danceable,rhy,male,not_aggressive,voice,107.77558136,F,0.927753508091,happy
Anything You Choose,1969-02-15,Spanky And Our Gang,95,,95,1,7f06fcfb-82bd-4aed-a259-bf846548afe6,not_danceable,roc,male,not_aggressive,voice,184.570785522,C,0.951349973679,happy
Try A Little Tenderness,1969-02-15,Three Dog Night,96,99.0,96,2,b31eae1e-0bba-443a-b77d-f5b4540da6d2,,,,,,107.877960205,G,0.825964033604,
I Like What You're Doing (To Me),1969-02-15,Carla Thomas,98,,98,1,f20b6df5-10c6-4227-bc0a-cff1043b0b14,not_danceable,rhy,female,not_aggressive,voice,115.055747986,E,0.927220880985,happy
I Don't Want To Cry,1969-02-15,Ruby Winters,99,,99,1,73cbf35a-9712-4edf-9eec-fd7906aa452c,,,,,,,,,
Twenty-Five Miles,1969-02-15,Edwin Starr,100,,100,1,1c5e5b6f-0f14-42d9-bd23-f1e02c164f1e,danceable,jaz,male,not_aggressive,instrumental,124.137420654,C#,0.912082314491,happy
Everyday People,1969-02-22,Sly & The Family Stone,1,1.0,1,13,ecc132a8-1023-4105-a107-2aba9dbe3369,,,,,,,,,
Crimson And Clover,1969-02-22,Tommy James And The Shondells,2,2.0,1,11,e2026483-f77f-482f-b942-b3bb3b9a81c5,,,,,,,,,
Build Me Up Buttercup,1969-02-22,The Foundations,3,4.0,3,8,4e2d8fe2-9ae3-45aa-941c-83c8e617b7ba,,,,,,,,,
Touch Me,1969-02-22,The Doors,4,3.0,3,9,7d0b3e3e-c6b9-4175-9325-628b27763fbd,,,,,,,,,
Can I Change My Mind,1969-02-22,Tyrone Davis,5,6.0,5,10,1deceddf-47cd-465c-98fc-9846f8df7c47,,,,,,,,,
Worst That Could Happen,1969-02-22,Brooklyn Bridge,6,5.0,3,10,087dcab3-b874-4f4b-9416-d45b6a0533e0,,,,,,,,,
You Showed Me,1969-02-22,The Turtles,7,7.0,7,8,2a957c89-e3ea-4229-b5c4-7aff1a955395,not_danceable,jaz,male,not_aggressive,voice,91.4400482178,C,0.610091388226,not_happy
This Magic Moment,1969-02-22,Jay & The Americans,8,12.0,8,9,fc1a7b8c-c8ea-4773-95e2-5f42065c14b5,,,,,,,,,
Proud Mary,1969-02-22,Creedence Clearwater Revival,9,21.0,9,5,595f1216-6c8a-490d-bf5b-2729f2f1f9d7,,,,,,,,,
I'm Livin' In Shame,1969-02-22,Diana Ross & The Supremes,10,11.0,10,5,f7cc452a-cac6-4aa3-ad13-47debfd625dc,,,,,,,,,
"Baby, Baby Don't Cry",1969-02-22,Smokey Robinson & The Miracles,11,14.0,11,8,06b679d8-0b1d-4923-8a1f-f99a2dc193f9,not_danceable,hip,female,not_aggressive,instrumental,95.4030532837,G#,0.865484893322,not_happy
Hang 'Em High,1969-02-22,Booker T. & The MG's,12,9.0,9,16,d67b2200-b4b3-4531-b7d2-86cd1c8d1264,,,,,,,,,
Games People Play,1969-02-22,Joe South,13,15.0,13,7,df54f5d0-6fe2-49cb-ad9c-c690e2e47632,,,,,,,,,
I'm Gonna Make You Love Me,1969-02-22,Diana Ross And The Supremes & The Temptations,14,10.0,2,12,aa2b2c2d-60c4-4444-b880-0a21aced37df,,,,,,,,,
I Heard It Through The Grapevine,1969-02-22,Marvin Gaye,15,8.0,1,14,d220d3ea-9daf-4319-b6e2-f5a7d925c8ef,not_danceable,roc,male,aggressive,instrumental,112.304664612,F,0.939077019691,not_happy
I Started A Joke,1969-02-22,Bee Gees,16,13.0,6,10,0692067b-99d4-428a-ae6d-6c4b866b93c1,,,,,,,,,
Ramblin' Gamblin' Man,1969-02-22,Bob Seger System,17,17.0,17,10,672f64d6-3975-4486-812a-20880cbfbef1,,,,,,,,,
I've Gotta Be Me,1969-02-22,Sammy Davis Jr.,18,19.0,18,11,d8eba1fd-de7a-49e3-a90b-8cbf9775d6a0,,,,,,,,,
Give It Up Or Turnit A Loose,1969-02-22,James Brown,19,20.0,19,5,7617ebb0-aef5-4f6b-a2a3-290a94a601b9,,,,,,,,,
This Girl's In Love With You,1969-02-22,Dionne Warwick,21,26.0,21,4,396df6d3-d03d-4c14-8daf-95445f361fc1,,,,,,,,,
Hooked On A Feeling,1969-02-22,B.J. Thomas,22,22.0,5,15,5513860b-56fc-44a9-8021-e21850101151,,,,,,,,,
Traces,1969-02-22,Classics IV Featuring Dennis Yost,23,46.0,23,3,2238e88c-f339-4b31-88cf-c10354a5d6bc,,,,,,,,,
Indian Giver,1969-02-22,1910 Fruitgum Co.,24,27.0,24,5,bce39744-bd07-43d4-8fbd-95aa2bbbcd8f,,,,,,,,,
Dizzy,1969-02-22,Tommy Roe,25,39.0,25,4,1bf4b43c-a29f-4167-b2d5-3b61196d042e,,,,,,,,,
But You Know I Love You,1969-02-22,The First Edition,26,29.0,26,6,0d274ae2-b876-4346-94c2-4f4928594c16,,,,,,,,,
Goodnight My Love,1969-02-22,Paul Anka,27,28.0,27,8,04d37b98-57a9-4dc9-9ec8-765c5bbe8a1d,danceable,jaz,male,not_aggressive,voice,100.625656128,A#,0.662288844585,not_happy
"Sweet Cream Ladies, Forward March",1969-02-22,The Box Tops,28,33.0,28,9,f7940b38-6482-47f6-9474-d13241d52c34,,,,,,,,,
Crossroads,1969-02-22,Cream,29,32.0,29,5,779d8481-3d05-43bf-9551-ea7bba757464,danceable,pop,male,not_aggressive,instrumental,122.605186462,A,0.902792334557,not_happy
There'll Come A Time,1969-02-22,Betty Everett,30,30.0,30,6,8685ec9d-0a54-456d-a0d3-af56e6ee0f04,,,,,,,,,
Things I'd Like To Say,1969-02-22,New Colony Six,31,31.0,31,9,99742f63-ce81-4f7b-9ef0-1e5e80d4d489,not_danceable,pop,male,not_aggressive,voice,96.2878875732,D,0.857604146004,not_happy
There's Gonna Be A Showdown,1969-02-22,Archie Bell & The Drells,32,25.0,21,11,617db5ad-ef5a-4508-b7b5-1aba149a99c2,,,,,,,,,
Soulful Strut,1969-02-22,Young-Holt Unlimited,33,18.0,3,13,0279e0e4-1c8c-48eb-924a-345c2345acc0,,,,,,,,,
Stand By Your Man,1969-02-22,Tammy Wynette,34,24.0,19,16,e3bafffa-d74a-4781-9911-13d96d6e8c32,,,,,,,,,
Good Lovin' Ain't Easy To Come By,1969-02-22,Marvin Gaye & Tammi Terrell,35,36.0,35,4,4d6d35c2-493e-4535-82b2-e7b72e18f9a1,,,,,,,,,
If I Can Dream,1969-02-22,Elvis Presley,36,16.0,12,13,8a85521f-d952-46ea-8b7e-a6a0548a105e,,,,,,,,,
Time Of The Season,1969-02-22,The Zombies,37,52.0,37,3,0dec9f45-7723-4549-bb9c-e64d75423849,,,,,,,,,
"Run Away Child, Running Wild",1969-02-22,The Temptations,38,70.0,38,2,aea60881-a6bd-4057-8a5b-a07323e89616,danceable,rhy,female,not_aggressive,instrumental,112.858695984,A#,0.620558440685,happy
Soulshake,1969-02-22,Peggy Scott & Jo Jo Benson,39,40.0,39,4,beb1fefa-666c-4c21-98ac-8ecd54f487ba,,,,,,,,,
My Whole World Ended (The Moment You Left Me),1969-02-22,David Ruffin,40,50.0,40,2,f4b2fd79-2ced-4154-80fd-6f0c2c732127,,,,,,,,,
Heaven,1969-02-22,The Rascals,41,59.0,41,3,49a639b2-f60e-4a71-8593-f27415cc023e,not_danceable,cla,male,not_aggressive,voice,143.90838623,C#,0.546742022038,happy
Daddy Sang Bass,1969-02-22,Johnny Cash,42,45.0,42,9,25b8a3da-0164-42bc-9678-f16ccd7804dd,,,,,,,,,
I Got A Line On You,1969-02-22,Spirit,43,54.0,43,6,ee082e0c-9240-4fec-bc6f-5706a8cf902b,,,,,,,,,
Does Anybody Know I'm Here,1969-02-22,The Dells,44,38.0,38,9,b0f7df5d-9968-47c9-a8be-4efdc261dbbd,,,,,,,,,
I Forgot To Be Your Lover,1969-02-22,William Bell,45,47.0,45,8,5520dd39-eb3e-4cb5-92a7-883e2d0ba0b7,,,,,,,,,
May I,1969-02-22,Bill Deal & The Rhondels,46,58.0,46,6,d209707d-fc09-4acd-9656-ba402f75e5aa,danceable,roc,male,not_aggressive,voice,126.984809875,A,0.830684483051,happy
Honey (I Miss You),1969-02-22,O.C. Smith,47,76.0,47,3,6bdaaeb6-74c2-41ad-bd0a-ee1f44a28769,,,,,,100.759040833,C,0.393719226122,
A Minute Of Your Time,1969-02-22,Tom Jones,48,48.0,48,10,9f5df474-50a9-472d-9db1-4ee5db248902,,,,,,,,,
Cloud Nine,1969-02-22,Mongo Santamaria,49,67.0,49,4,64c8d030-45d7-4807-9990-bf916ebf0eca,danceable,pop,female,not_aggressive,instrumental,132.11895752,F,0.938202142715,happy
The Weight,1969-02-22,Aretha Franklin,52,,52,1,8f9ba291-2ba7-4a48-835f-52c64485653f,,,,,,,,,
Home Cookin,1969-02-22,Jr. Walker & The All Stars,53,42.0,42,6,5831e0d0-9be8-46cb-b583-f7b7c35d281f,,,,,,,,,
River Deep-Mountain High,1969-02-22,Deep Purple,54,53.0,53,5,9e38cc7c-23d7-41e0-a224-808a2cb72835,not_danceable,hip,male,not_aggressive,instrumental,172.265472412,A,0.06354483217,not_happy
You Gave Me A Mountain,1969-02-22,Frankie Laine,55,65.0,55,3,c322accb-4254-4038-b1c3-79795cb02ae3,,,,,,,,,
Condition Red,1969-02-22,The Goodees,56,56.0,46,10,a1f36a1d-9415-4b12-852d-ca33ca2d13c9,,,,,,,,,
Someday Soon,1969-02-22,Judy Collins,57,78.0,57,4,4b9bda98-66a7-4850-8a08-e16d73e8a99c,,,,,,,,,
Let It Be Me,1969-02-22,Glen Campbell & Bobbie Gentry,58,60.0,58,5,2b9e8972-ad2d-4630-b96b-16dc0a259263,,,,,,,,,
Riot,1969-02-22,Hugh Masekela,59,55.0,55,7,e014470a-bb5e-4ee0-96e3-f03dda5083a5,,,,,,,,,
Tragedy,1969-02-22,Brian Hyland,62,62.0,62,7,7873ff63-ff71-4ffb-8a3c-c4664a1a089d,,,,,,,,,
Sophisticated Cissy,1969-02-22,The Meters,63,64.0,63,3,86055820-4aed-4809-9487-3820e6e8aa4f,,,,,,,,,
Glad She's A Woman,1969-02-22,Bobby Goldsboro,64,90.0,64,3,798f2ddc-9273-4ff0-8197-55b75459a25a,not_danceable,cla,male,not_aggressive,voice,88.0124893188,D,0.667190849781,not_happy
Do Your Thing,1969-02-22,The Watts 103rd Street Rhythm Band,66,68.0,66,4,5b40239d-a50d-4c55-8b52-875ac03b8d42,,,,,,,,,
The Greatest Love,1969-02-22,Dorsey Burnette,67,74.0,67,5,bde26b4b-c951-4783-af3b-c6b08706ba45,danceable,pop,male,not_aggressive,voice,93.4431381226,G,0.807685434818,happy
I Don't Know Why,1969-02-22,Stevie Wonder,68,77.0,68,2,fd88395d-137a-4139-ae22-ebe3b7a1300d,,,,,,,,,
Lovin' Things,1969-02-22,The Grass Roots,69,83.0,69,2,da8ff273-b643-4ff0-a5b9-f07f55b62e80,danceable,roc,male,not_aggressive,voice,130.332595825,G#,0.936711072922,happy
